id,naslov,izvor,url,datum,rubrika,datum_scrape,labela
sportklub_4c2b569ff5,"Nije kao Pavlović, Pavić izabrao Hrvatsku pre Nemačke",sportklub,https://sportklub.n1info.rs/fudbal/reprezentacija-fudbal/filip-pavic-izabrao-hrvatsku-bayern-aleksandar-pavlovic/,2026-05-11,Reprezentacija,2026-06-15,
sportklub_8f2f80152f,Žestok sukob pred finale u Loznici: Zaratili Zbiljić i Terzić,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/zbiljic-terzic-sukob-finale-kupa/,2026-05-11,Superliga Srbije,2026-06-15,
sportklub_8fc2053bda,Zanimljiva scena na Hamadovom pressu: Ja najbolji srpski teniser?,sportklub,https://sportklub.n1info.rs/tenis/masters-1000/hamad-press-rim-djokovic-ja-najbolji-srpski-teniser/,2026-05-11,Masters 1000,2026-06-15,
sportklub_e8a94689ad,Tanjga organizatorima Kupa: Navijači da budu provereni na ulazima,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/tanjga-organizatorima-kupa-navijaci-da-budu-provereni-na-ulazima/,2026-05-11,Superliga Srbije,2026-06-15,
sportklub_b2e812bc2d,Borba za finale: Perasović dobio triler protiv Radonjića,sportklub,https://sportklub.n1info.rs/kosarka/vtb-united-league/borba-za-finale-perasovic-dobio-triler-protiv-radonjica/,2026-05-11,VTB liga,2026-06-15,
sportklub_872a7c5566,"Arbeloa: Razumemo bes navijača, videćemo gde smo pogrešili",sportklub,https://sportklub.n1info.rs/fudbal/primera/arbeloa-razumemo-bes-navijaca-videcemo-gde-smo-pogresili/,2026-05-11,Primera,2026-06-15,
sportklub_64d1f31d85,Hamad saznao kada igra za najbolji plasman u karijeri!,sportklub,https://sportklub.n1info.rs/tenis/masters-1000/hamad-medjedovic-termin-osmina-finala-rim-prenos-livestream/,2026-05-11,Masters 1000,2026-06-15,
sportklub_a41002c7a3,(VIDEO) Englezi pitaju PL: U čemu se razlikuju ova dva gola?,sportklub,https://sportklub.n1info.rs/fudbal/premier-league/premijer-liga-vest-hem-arsenal-ponisten-gol-video-englezi-pitaju-pl-u-cemu-se-razlikuju-ova-dva-gola/,2026-05-11,Fudbal - video,2026-06-15,
sportklub_32baa87abd,"Janis je u izlogu, Baksi su spremni za trejd",sportklub,https://sportklub.n1info.rs/kosarka/nba/janis-adetokunbo-trejd-milvoki-baks/,2026-05-11,NBA,2026-06-15,
sportklub_918cd64f46,Juniorke Srema prvakinje Srbije – Marija Babalj MVP,sportklub,https://sportklub.n1info.rs/ostali-sportovi/odbojka/juniorke-srema-prvakinje-srbije-marija-babalj-mvp/,2026-05-11,Odbojka,2026-06-15,
sportklub_835e951170,"Levandovski: Nastaviću da igram, ali možda to bude u drugom klubu",sportklub,https://sportklub.n1info.rs/fudbal/primera/levandovski-nastavicu-da-igram-ali-mozda-to-bude-u-drugom-klubu/,2026-05-11,Primera,2026-06-15,
sportklub_8699c195ff,Mitrović pred Zvezdu: Slavili smo u Ljubljani…,sportklub,https://sportklub.n1info.rs/kosarka/aba-league/mitrovic-pred-zvezdu-slavili-smo-protiv-zvezde-u-ljubljani/,2026-05-11,ABA liga,2026-06-15,
sportklub_42a254b524,(VIDEO) Čarls „slučajno“ poslao Sautempton u predvorje PL,sportklub,https://sportklub.n1info.rs/fudbal/premier-league/southampton-middlesbrough-sautemton-midlzbro-cempionsip-pl/,2026-05-12,Premier League,2026-06-15,
sportklub_f5a77156ac,"Savladao Međedovića, čeka ga Medvedev",sportklub,https://sportklub.n1info.rs/tenis/masters-1000/medvedev-tirante-masters-rome-rim/,2026-05-12,ATP,2026-06-15,
sportklub_98ba756356,Tomovićev veliki podvig: Lokomotiv srušio CSKA u Moskvi!,sportklub,https://sportklub.n1info.rs/kosarka/vtb-united-league/tomislav-tomovic-lokomotiv-kuban-cska/,2026-05-12,VTB liga,2026-06-15,
sportklub_892a14731a,"Jebrgual Melese, vicešampionka u Čikagu, umrla na treningu",sportklub,https://sportklub.n1info.rs/atletika/yebrgual-melese-arage-umrla-maratonka-etiopljanka/,2026-05-12,Atletika,2026-06-15,
sportklub_37774cffa1,"Reko slavio u Zagrebu, šampion Evrope lako sa Hanoverom",sportklub,https://sportklub.n1info.rs/vaterpolo/reko-slavio-u-zagrebu-sampion-evrope-lako-sa-hanoverom/,2026-05-12,Vaterpolo,2026-06-15,
sportklub_245fc6524e,Zvezda hoće izraelsku zvezdu! Krilo je i ima sjajnu sezonu,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/stav-turiel-crvena-zvezda-izraelac-marakana/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_76e931828e,Poznat termin majstorice Crvena zvezda – Cedevita Olimpija,sportklub,https://sportklub.n1info.rs/kosarka/aba-league/crvena-zvezda-cedevita-olimpija-kad-se-igra-vreme-majstorica/,2026-05-12,ABA liga,2026-06-15,
sportklub_2cacd6ec52,"(VIDEO) Šta se ovo desilo?! Nasr imao titulu u rukama, a onda…",sportklub,https://sportklub.n1info.rs/video/fudbal-video/video-ronaldo-slavi-sergej-tuguje-nasr-je-sampion/,2026-05-12,Fudbal - video,2026-06-15,
sportklub_d55966a739,Otkriven mogući razlog smrti košarkaša Memfisa,sportklub,https://sportklub.n1info.rs/kosarka/nba/brendon-klark-otkriven-moguci-razlog-smrti-nba-kosarkasa/,2026-05-12,NBA,2026-06-15,
sportklub_d89fb1ccf0,"Budućnost pregazila Kluž, spremna je za Dubai",sportklub,https://sportklub.n1info.rs/kosarka/aba-league/buducnost-pregazila-kluz-spremna-je-za-dubai/,2026-05-12,ABA liga,2026-06-15,
sportklub_b76e3a353c,Drakonska kazna: Suspendovan na 11 godina!,sportklub,https://sportklub.n1info.rs/ostali-sportovi/ragbi/merab-sharikadze-suspendovan-na-11-godina-ragbi-sport-klub/,2026-05-12,Ragbi,2026-06-15,
sportklub_ec21eec2fb,"Ispao i drugi kruševački klub, traže se dva putnika u treću ligu",sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/ispao-trajal/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_c6b44d2cf2,"(VIDEO) Sulud poslednji gem, Koko u klubu 300 na žalost Andrejeve",sportklub,https://sportklub.n1info.rs/tenis/wta/video-sulud-poslednji-gem-koko-u-klubu-300-na-zalost-andrejeve/,2026-05-12,WTA,2026-06-15,
sportklub_cd2807b9e8,"Zvezda ispustila +21 u Ljubljani, igraće se majstorica",sportklub,https://sportklub.n1info.rs/kosarka/aba-league/uzivo-cedevita-olimpija-crvena-zvezda-aba-liga-plej-of-livestream-izvestaj-strelci-sport-klub/,2026-05-12,ABA liga,2026-06-15,
sportklub_54759c42ca,Golčina bivšeg igrača Partizana! Betis u LŠ posle 21 godine,sportklub,https://sportklub.n1info.rs/fudbal/primera/video-golcina-bivseg-igraca-partizana-opstanak-je-mnogo-blize/,2026-05-12,Primera,2026-06-15,
sportklub_2ad3add409,Obradović govorio veoma kratko posle poraza u Ljubljani,sportklub,https://sportklub.n1info.rs/kosarka/aba-league/crvena-zvezda-cedevita-olimpija-sasa-obradovic/,2026-05-12,ABA liga,2026-06-15,
sportklub_a1b6c7d023,Zvezdi se povredio još jedan igrač!,sportklub,https://sportklub.n1info.rs/kosarka/aba-league/ebuka-izundu-povreda-cedevita-olimpija-crvena-zvezda/,2026-05-12,ABA liga,2026-06-15,
sportklub_2443e4f286,Tim Vojvodine za finale: Rešena dilema Kolarević ili Sukačev,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/tim-vojvodina-finale-kupa-2026-zvezda-loznica/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_4999460cc5,Šokantna vest iz SAD: Preminuo NBA košarkaš,sportklub,https://sportklub.n1info.rs/kosarka/nba/sokantna-vest-iz-sad-preminuo-brendon-klark/,2026-05-12,NBA,2026-06-15,
sportklub_297cda052a,"FMP stigao do Partizana, Zvezda na čekanju…",sportklub,https://sportklub.n1info.rs/kosarka/srbija-kls/fmp-stigao-do-partizana-zvezda-na-cekanju/,2026-05-12,Srbija KLS,2026-06-15,
sportklub_be807cd355,Problem više za večite: Dubai se vraća u Koka-kola arenu,sportklub,https://sportklub.n1info.rs/kosarka/aba-league/aba-liga-problem-vise-za-vecite-dubai-se-vrca-u-koka-kola-arenu/,2026-05-12,ABA liga,2026-06-15,
sportklub_1d4e8c12c7,Dončićev klub se seli i dovodi NBA u Rim,sportklub,https://sportklub.n1info.rs/kosarka/kosarka-ostalo/luka-doncic-vanoli-kremona-selidba-rim-nba-evropa-sport-klub/,2026-05-12,košarkaške vesti,2026-06-15,
sportklub_9b0466843e,"Kasiljas: Ništa lično, ali ne želim Murinja u Realu",sportklub,https://sportklub.n1info.rs/fudbal/primera/kasiljas-nista-licno-ali-ne-zelim-murinja-u-realu/,2026-05-12,Primera,2026-06-15,
sportklub_97e6ee96bf,Florentino raspisao izbore: „Rekli su da imam rak…“,sportklub,https://sportklub.n1info.rs/fudbal/primera/florentino-perez-real-madrid-izbori-rekli-su-da-imam-rak/,2026-05-12,Primera,2026-06-15,
sportklub_a2080cd2a9,Tim Zvezde za finale: Recept iz derbija i jedna promena,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/tim-zvezda-finale-kupa-2026-vojvodina-loznica/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_816669f3a6,Svideo mu se trenerski posao: Endi Mari ima novog učenika!,sportklub,https://sportklub.n1info.rs/tenis/atp/andy-murray-jack-draper-trener-novak-djokovic-wimbledon/,2026-05-12,ATP,2026-06-15,
sportklub_5a233fb95e,"Četvrta etapa Narvaezu, Čikone novi vodeći",sportklub,https://sportklub.n1info.rs/biciklizam/cetvrta-etapa-narvaezu-cikone-novi-vodeci/,2026-05-12,Biciklizam,2026-06-15,
sportklub_4b2fa69d16,"Šansi je bilo, svežine je nedostajalo: Hamad bez četvrtfinala",sportklub,https://sportklub.n1info.rs/tenis/masters-1000/hamad-medjedovic-martin-landaluce-uzivo-prenos-live-stream-rome-rim-osmina-finala/,2026-05-12,Masters 1000,2026-06-15,
sportklub_8febfbfeea,"Stanković citirao Mihu: Ova utakmica ne boli, ona se pobeđuje",sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/dejan-stankovic-pred-finale-kupa/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_59e3a258db,"Isak i Đekereš predvode Šveđane na SP, nema Kuluševskog",sportklub,https://sportklub.n1info.rs/fudbal/fifa-world-cup/isak-i-djekeres-predvode-svedjane-a-sp-nema-kulusevskog/,2026-05-12,SP u fudbalu,2026-06-15,
sportklub_b75478d030,"Masovna tuča, isključeno 11 igrača! Poznati sudija vadio olovku",sportklub,https://sportklub.n1info.rs/kosarka/kosarka-ostalo/portugal-tuca-kosarka-sergio-silva-sudija/,2026-05-12,košarkaške vesti,2026-06-15,
sportklub_b438d92992,"Španci pišu: Partizan gubi Bongu, ali želi jaku zamenu",sportklub,https://sportklub.n1info.rs/kosarka/euroleague/kk-partizan-isaac-bonga-luwawu-luvavu-transfer-euroleague/,2026-05-12,Euroleague,2026-06-15,
sportklub_2d3910ccb7,Veliki uspeh: Andrea Berišaj osvojila bronzu u Minhenu,sportklub,https://sportklub.n1info.rs/sk-fight/veliki-uspeh-andrea-berisaj-osvojila-bronzu-u-minhenu/,2026-05-12,SK Fight,2026-06-15,
sportklub_4aec1133d6,Tradicija: Besplatan ulaz na proslavu titule Zvezde,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/besplatan-ulaz-proslava-titule-zvezda-2/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_68f809fa23,Vrteška u FK Budućnost ne staje: Ostavku podneo i predsednik…,sportklub,https://sportklub.n1info.rs/fudbal/crna-gora-fudbal/vrteska-u-fk-buducnost-ne-staje-ostavku-podneo-i-predsednik/,2026-05-12,Crna Gora,2026-06-15,
sportklub_ad3e5bc7d9,"Basara novi gensek, odlaze direktori",sportklub,https://sportklub.n1info.rs/vaterpolo/ivan-basara-novi-gensek-vss-odlaze-direktori-vaterpolo-sport-klub/,2026-05-12,Vaterpolo,2026-06-15,
sportklub_e1bd99e110,Nije samo Tavares… Novi maler za Real pred F4 Evrolige,sportklub,https://sportklub.n1info.rs/kosarka/euroleague/real-madrid-alex-len-tavares-euroleague-final-four-povreda/,2026-05-12,Euroleague,2026-06-15,
sportklub_a853b389ef,"Epski raspad Zvereva, kraj i za Novakovog dželata",sportklub,https://sportklub.n1info.rs/tenis/masters-1000/alexander-zverev-epski-raspad-tenis-uzivo-masters-rome-sport-klub/,2026-05-12,Masters 1000,2026-06-15,
sportklub_340b9312e3,Nije „mitsko biće“: Mesina stiže na finale u Loznicu,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/domeniko-mesina-finale-kupa/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_84248bbae8,Mašina: Siner izjednačio Đokovićev rekord!,sportklub,https://sportklub.n1info.rs/tenis/masters-1000/jannik-sinner-rekord-pobede-na-mastersima-novak-djokovic-izjednacen/,2026-05-12,Masters 1000,2026-06-15,
sportklub_4e7208e45e,Preminuo prvi kvoterbek učesnik Superboula sa dva različita tima,sportklub,https://sportklub.n1info.rs/ostali-sportovi/nfl/preminuo-craig-morton-prvi-kvoterbek-ucesnik-superboula-sa-dva-razlicita-tima-nfl-sport-klub/,2026-05-12,NFL,2026-06-15,
sportklub_d51f48f4da,Cvele sahranjen uz „Đurđevdan“,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/cvele-sahrana-djurdjevdan-vladimir-cvetkovic/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_667553a545,Ekspert za suđenje kritikuje izbor sudija za Valensija – PAO,sportklub,https://sportklub.n1info.rs/kosarka/euroleague/ekspert-warrnick-javor-nedovic-sudije-valensija-pao/,2026-05-12,Euroleague,2026-06-15,
sportklub_aa34509efd,Novi Beograd mora da pobedi Barselonetu,sportklub,https://sportklub.n1info.rs/vaterpolo/novi-beograd-mora-da-pobedi-barselonetu/,2026-05-12,Vaterpolo,2026-06-15,
sportklub_1db4e7adf8,Serhio Ramos postaje jedan od vlasnika Sevilje,sportklub,https://sportklub.n1info.rs/fudbal/primera/serhio-ramos-postaje-jedan-od-vlasnika-sevilje/,2026-05-12,Primera,2026-06-15,
sportklub_12709c24a3,"Na sahrani Vladimira Cvetkovića Vučić, Mijatović, Džajić…",sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/vladimir-cvetkovic-cvele-sahrana-vucic-mijatovic/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_cf34b88728,„Imam osećaj da možemo do podviga protiv velikog favorita“,sportklub,https://sportklub.n1info.rs/rukomet/imam-osecaj-da-mozemo-do-podviga-protiv-velikog-favorita/,2026-05-12,Rukomet,2026-06-15,
sportklub_8cef72611a,Dukati nema zamenu za Markesa u Barseloni,sportklub,https://sportklub.n1info.rs/automoto/motogp/motogp-catalunya-marc-marquez-status-video/,2026-05-12,Moto GP,2026-06-15,
sportklub_9f49ebd5ea,Devet puta starter zvanično najbolji igrač Lige 1,sportklub,https://sportklub.n1info.rs/fudbal/francuska-fudbal/devet-puta-starter-zvanicno-najbolji-igrac-lige-1/,2026-05-12,Francuska,2026-06-15,
sportklub_8d8dedfb4f,Oštre mere bezbednosti da Janakopulos slučajno ne uđe u Rođ arenu,sportklub,https://sportklub.n1info.rs/kosarka/euroleague/dimitris-janakopulos-valensija-mere-bezbednosti/,2026-05-12,Euroleague,2026-06-15,
sportklub_27f9e175f4,Flik potvrdio: Ostaje još dve godine i želi Ligu šampiona,sportklub,https://sportklub.n1info.rs/fudbal/primera/hansi-flik-barselona-novi-ugovor-produzenje/,2026-05-12,Primera,2026-06-15,
sportklub_f61e804a7a,Jan Veseli se emotivno oprostio od košarke posle velike konfuzije,sportklub,https://sportklub.n1info.rs/kosarka/euroleague/jan-vesely-povlacenje-povukao-se/,2026-05-12,Euroleague,2026-06-15,
sportklub_53af72d039,PSŽ otvara Park prinčeva i za finale sa Arsenalom,sportklub,https://sportklub.n1info.rs/fudbal/champions-league/psz-otvara-park-princeva-i-za-finale-sa-arsenalom/,2026-05-12,Champions League,2026-06-15,
sportklub_70327db143,Supermen ima zanimljiv komentar o Vembanjaminom izlivu besa,sportklub,https://sportklub.n1info.rs/kosarka/nba/supermen-ima-zanimljiv-komentar-o-vembanjaminom-izlivu-besa/,2026-05-12,NBA,2026-06-15,
sportklub_ffbb675726,Gomez o neizvesnoj budućnosti u Liverpulu: Sve je moguće,sportklub,https://sportklub.n1info.rs/fudbal/premier-league/gomez-o-neizvesnoj-buducnosti-u-liverpulu-sve-je-moguce/,2026-05-12,Premier League,2026-06-15,
sportklub_86113ac5cd,"Saopštenje klubova: Direktore, objavite ko je ispao ili istupamo!",sportklub,https://sportklub.n1info.rs/kosarka/srbija-kls/kls-klubovi-saopstenje-grujin-ko-je-ispao/,2026-05-12,Košarka,2026-06-15,
sportklub_fc721807b5,Premijer liga neće proširiti ulogu VAR sudija sledeće sezone,sportklub,https://sportklub.n1info.rs/fudbal/premier-league/premijer-liga-nece-prosiriti-ulogu-var-sudija-sledece-sezone/,2026-05-12,Premier League,2026-06-15,
sportklub_ca54e24db9,Legendarni Meksikanac se sprema za svoje šesto SP,sportklub,https://sportklub.n1info.rs/fudbal/fifa-world-cup/legendarni-meksikanac-se-sprema-za-svoje-sesto-sp/,2026-05-12,SP u fudbalu,2026-06-15,
sportklub_e0192430ee,"Rafa: Rodžer je čista magija, a Novak talenat plus rad",sportklub,https://sportklub.n1info.rs/tenis/atp/rafa-rodzer-je-cista-magija-a-novak-talenat-plus-rad/,2026-05-12,ATP,2026-06-15,
sportklub_6b68939aaa,Komemoracija Vladimiru Cvetkoviću: On je oblikovao vreme,sportklub,https://sportklub.n1info.rs/fudbal/fudbal-ostalo/komemoracija-vladimiru-cvetkovicu-on-je-oblikovao-vreme/,2026-05-12,fudbalske vesti,2026-06-15,
sportklub_960abdd9d2,Zašto Oskar Pjastri ne bi trebalo da ide u Red Bul,sportklub,https://sportklub.n1info.rs/automoto/formula-1/zasto-oskar-pjastri-ne-bi-trebalo-da-ide-u-red-bul/,2026-05-12,Formula 1,2026-06-15,
sportklub_cab022d03e,Drčelić: Trening centar KK Crvena zvezda zvaće se po Cveletu,sportklub,https://sportklub.n1info.rs/kosarka/euroleague/zeljko-drcelic-trening-centar-kk-crvena-zvezda-vladimir-cvetkovic/,2026-05-12,Euroleague,2026-06-15,
sportklub_04839ca5bd,Četiri jeftina pojačanja za Denver Nagetse,sportklub,https://sportklub.n1info.rs/kosarka/nba/denver-pojacanja-slobodni-agent-jokic/,2026-05-12,NBA,2026-06-15,
sportklub_25b967ff8b,Liverpul podiže spomenik Diogu Žoti,sportklub,https://sportklub.n1info.rs/fudbal/premier-league/liverpul-predstavio-spomenik-kojim-ce-slaviti-doga-zotu/,2026-05-12,Premier League,2026-06-15,
sportklub_b4e0691fe5,"Džejms: Kada dođe vreme, svi ćete znati šta sam odlučio",sportklub,https://sportklub.n1info.rs/kosarka/nba/dzejms-kada-dodje-vreme-svi-cete-znati-sta-sam-odlucio/,2026-05-12,NBA,2026-06-15,
sportklub_9e3ead666f,Spygate: Sautempton traži dodatno vreme za internu istragu,sportklub,https://sportklub.n1info.rs/fudbal/premier-league/spygate-sautempton-trazi-dodatno-vreme-za-internu-istragu/,2026-05-12,Premier League,2026-06-15,
sportklub_be06714772,Momak leti: Andrej Stojaković ima odraz 105 cm! (VIDEO),sportklub,https://sportklub.n1info.rs/kosarka/nba/andrej-stojakovic-odraz-video/,2026-05-12,NBA,2026-06-15,
sportklub_e88cfefdba,"Jakirović: Neverovatan osećaj, idemo na Vembli!",sportklub,https://sportklub.n1info.rs/fudbal/premier-league/jakirovic-neverovatan-osecaj-idemo-na-vembli/,2026-05-12,Premier League,2026-06-15,
sportklub_21ad669cbf,Da li će Jokić igrati za Srbiju? Čović se nada – biće sve u redu,sportklub,https://sportklub.n1info.rs/kosarka/reprezentacija-kosarka/nikola-jokic-srbija-kvalifikacije-nebojsa-covic-andrej-stojakovic/,2026-05-12,Reprezentacija,2026-06-15,
sportklub_c34a6cb7b8,Legendarni Grk blista i u 43. godini,sportklub,https://sportklub.n1info.rs/kosarka/kosarka-ostalo/legendarni-grk-blista-i-u-43-godini/,2026-05-12,košarkaške vesti,2026-06-15,
sportklub_2f8a273daf,Jelena Bruks – finalni portret: Košarkaški put posut zvezdama,sportklub,https://sportklub.n1info.rs/skener/elena-bruks-intervju-kraj-karijere-srbija-sopron-porodica/,2026-05-12,košarkaške vesti,2026-06-15,
sportklub_c5b83b7455,Advokat se vratio na klupu Kurasaoa,sportklub,https://sportklub.n1info.rs/fudbal/fifa-world-cup/advokat-se-vratio-na-klupu-kurasaoa/,2026-05-12,SP u fudbalu,2026-06-15,
sportklub_0f0635601f,"De Zerbi: Zaslužili smo pobedu, ali smo napravili previše grešaka",sportklub,https://sportklub.n1info.rs/fudbal/premier-league/de-zerbi-zasluzili-smo-pobedu-ali-smo-napravili-previse-gresaka/,2026-05-12,Premier League,2026-06-15,
sportklub_7eb05bbf77,"VAR analiza: Dobra odluka Milanovića, čist penal za OFK Beograd",sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/var-analiza-35-kolo/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_438c533799,Koreča: Siner i Alkaras su kao Đoković i Federer,sportklub,https://sportklub.n1info.rs/tenis/atp/koreca-siner-i-alkaras-su-kao-djokovic-i-federer/,2026-05-12,ATP,2026-06-15,
sportklub_c0a88efd49,Teška odluka: Dončić propušta reprezentativno leto,sportklub,https://sportklub.n1info.rs/kosarka/nba/bez-doncica-ovog-leta-u-dresu-slovenije/,2026-05-12,NBA,2026-06-15,
sportklub_2b84e2bc94,"Brejk Avalanša u Mineapolisu, prva meč lopta za dva dana",sportklub,https://sportklub.n1info.rs/ostali-sportovi/hokej/brejk-avalansa-u-mineapolisu-prva-mec-lopta-za-dva-dana/,2026-05-12,Hokej,2026-06-15,
sportklub_c7bd698ed0,Može im se: Trener Zvezde ne izlazi pred novinare uoči finala,sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/dejan-stankovic-ne-izlazi-pred-novinare-finale-kupa-srbije/,2026-05-12,Superliga Srbije,2026-06-15,
sportklub_16becc8c34,„U tenisu mnogi koriste veštačku inteligenciju za analizu rivala“,sportklub,https://sportklub.n1info.rs/tenis/wta/u-tenisu-mnogi-koriste-vestacku-inteligenciju-za-analizu-rivala/,2026-05-12,WTA,2026-06-15,
sportklub_d641e92f18,"Oklahoma „pometlala“ Lejkerse, Lebron i ekipa mogu na odmor",sportklub,https://sportklub.n1info.rs/kosarka/nba/oklahoma-pometlala-lejkerse-lebron-i-ekipa-mogu-na-odmor/,2026-05-12,NBA,2026-06-15,
sportklub_18829fc2eb,Maša Nikolić blistala na Ritam kupu,sportklub,https://sportklub.n1info.rs/ostali-sportovi/pojedinacni/masa-nikolic-blistala-na-ritam-kupu/,2026-05-12,Pojedinačni sportovi,2026-06-15,
sportklub_254e907fd8,"Čović ima prečih problema, „gensek“ na čekanju",sportklub,https://sportklub.n1info.rs/kosarka/reprezentacija-kosarka/skupstina-izbori-kss-kls-rat-covic-braca-grujin/,2026-05-12,Reprezentacija,2026-06-15,
sportklub_b05f094d4e,Fenomenalni Mičel doneo Klivlendu pobedu i izjednačenje,sportklub,https://sportklub.n1info.rs/kosarka/nba/fenomenalni-micel-doneo-klivlendu-pobedu-i-izjednacenje/,2026-05-12,NBA,2026-06-15,
sportklub_3bc92af80a,Koko Gof posle spašene meč lopte protiv Ive Jović: Nisam ja Siner,sportklub,https://sportklub.n1info.rs/tenis/wta/koko-gof-posle-spasene-mec-lopte-protiv-ive-jovic-nisam-ja-siner/,2026-05-12,WTA,2026-06-15,
sportklub_cd5f65ed22,Trkanje se posle 71 godine vraća u Švajcarsku!,sportklub,https://sportklub.n1info.rs/automoto/ostala-takmicenja/trke-u-svajcarskoj-ponovo-dozvoljene-71-godinu-kasnije/,2026-05-12,automoto vesti,2026-06-15,
sportklub_a9a015aba4,"Zvezda ponovo gleda ka Rusiji, meta štoper Baltike",sportklub,https://sportklub.n1info.rs/fudbal/srbija-super-liga/gasama-zvezda-stoper-baltike/,2026-05-12,Superliga Srbije,2026-06-15,
