"id","naslov","labela","podtip","napomena"
"sportklub_b67f3b2cc5","Crvena zvezda pred gašenjem!","1","",""
"sportklub_09e90f70f8","Bivši plejmejker Zvezde na ceni, stiže u Galatasaraj","1","",""
"sportklub_b7aaa35f99","Joveljićeva majstorija za drugu pobedu Kanzasa","0","",""
"sportklub_e3d3a90c81","(VIDEO) Ozmo iz Pariza: Ko je devojka koju sad zna ceo svet","1","",""
"sportklub_24a63eb1f8","Dubai je baš ambiciozan: Sledeća želja – Jabusele","0","",""
"sportklub_fc224cd597","(VIDEO) Heket glavom udario rivala, Srbima preti eliminacija!","0","",""
"sportklub_30835d1f74","Prvo veliko iskušenje Veljka Paunovića","1","",""
"sportklub_0f9f656c21","Kazna na RG 55.000 zbog: „Ovo mora da sudi muškarac, a ne žena“","0","",""
"sportklub_abc03e94e9","Potvrđeno pisanje SK:Mijailović jedini kandidat za predsednika CZ","0","",""
"sportklub_d835ff39b8","(VIDEO) Gabrijel tragičar: Ovaj momenat je odlučio šampiona","0","",""
"sportklub_9c5e2f4796","Vuljagmeni: Vujasinović selektor do 2028, a u klubu do 2031.","0","",""
"sportklub_ac000eee68","Sedi, udobno se smesti… Dobro došao u ekskluzivni klub, Janiče","1","",""
"sportklub_712b9929e9","„Život leti, kapetane“ 33 godine od odlaska košarkaškog Mocarta","1","",""
"sportklub_6b3d16ff91","Italija lako sa Kovačevom Turskom, Grbićeva Poljska se mučila","1","",""
"sportklub_7bed5a99c8","BLOG: Preokret, tri crvena, pa pečat bivšeg igrača Zvezde","1","",""
"sportklub_5105e1f48f","Iliću vrata otvorena: Blagojević otišao u Akron, ugovor do 2030.","0","",""
"sportklub_89571f33fb","Majstorica odlučuje: Serija 20:0, Vembi blistao, MVP nestao!","0","",""
"sportklub_6e62c1b525","Priča Ivana Vukomanovića: Poslednji ples Huga Brosa","0","",""
"sportklub_4c0a2ac70a","Sezona Virtusa za zaborav: Venecija zbacila branioca sa trona","0","",""
"sportklub_ca039674b9","Partizan želi da potroši 1.500.000 evra u Hrvatskoj","1","",""
"sportklub_7e4b9b4286","Federer se vraća na teren posle četiri godine","0","",""
"sportklub_ecc8335ea0","Miško vraća Drezgića u Džordžiju","0","",""
"sportklub_7937f25c86","(VIDEO) Čista petica za kraj: PSV dao 101 gol u sezoni","0","",""
"sportklub_e184d4d5fa","Takov kod Viška: Zlato u poslednjoj sekundi – ništa slađe","0","",""
"sportklub_cd50d6f265","Kapiten Njukasla na novoj misiji: Vukovi ciljaju povratak u PL","0","",""
"sportklub_16becc8c34","„U tenisu mnogi koriste veštačku inteligenciju za analizu rivala“","0","",""
"sportklub_4999460cc5","Šokantna vest iz SAD: Preminuo NBA košarkaš","1","",""
"sportklub_e073590459","Jaja Ture novi trener Slovana iz Bratislave","1","",""
"sportklub_4cc987026d","Manćini se vraća na mesto selektora Italije!","0","",""
"sportklub_9c4d65af04","FSS: Licence dobilo svih 30 klubova Super i Prve lige","0","",""
"sportklub_f335f18115","Posle skoro osam godina: Trofej za Lasla iz kvalifikacija!","0","",""
"sportklub_72ab9c17ef","Pakao Pariza: Koliko je zaista stepeni i šta to znači za Novaka","1","",""
"sportklub_561f781468","Bojan Janić: A svi su očekivali 0-4 posle prve sedmice…","1","",""
"sportklub_10d20d1d2c","„Zvezda i Partizan kao Globtrotersi! Dozlogrdilo i Bogu i narodu“","1","",""
"sportklub_9877f9c574","Slot veruje da će ostati na klupi Liverpula","0","",""
"sportklub_24a4a323a2","Salah udario na Slota: Nema pregovora, samo hevi-metal fudbal!","1","",""
"sportklub_5722fcc3fd","Pešićev Bajern je u finalu","0","",""
"sportklub_72388738bf","Platini presavio tabak: Tužbe protiv Infantina i FIFA","1","",""
"sportklub_335e407962","Čuda se događaju: Dmitrović slavi pobedu, slavi je i Gudelj!","0","",""
"sportklub_a85cec6194","(VIDEO) Kristijan Eriksen ponovo kolabirao, meč prekinut!","0","",""
"sportklub_8098369742","Narandžasta „metla“ za Stefana Lazarevića","0","",""
"sportklub_8caaba73ed","Čudo: „Jednoruki“ Mark Izleteo na startu, pa zgrabio pol-poziciju","0","",""
"sportklub_c766fcb481","Saša Obradović izdvojio jednu stvar koju Zvezda mora da popravi","1","",""
"sportklub_91fad62353","Direktor Olimpijakosa zagrmeo: Sramota! Janakopulos jurio sudije","1","",""
"sportklub_e64c900056","Štrajk napravio pometnju: Makabi igrao četiri na četiri","0","",""
"sportklub_23ccc7ae51","Đoković: Frustriran sam, teško da mogu daleko da doguram u Parizu","1","",""
"sportklub_83b3b085b2","Ove reči su bile ključne: Hrabro! Nemoj kao pi…","1","",""
"sportklub_25280ec8a4","Stojan Vujko podržao košarkaše Zvezde i Željka Drčelića","0","",""
"sportklub_0c775e5391","Četvrti teniser sveta je u ozbiljnom problemu","1","",""
"sportklub_0876d08f66","Ko će biti novi Dark horse? Norveška, domaćini, opet Afrikanci","1","",""
"sportklub_121c692aa2","Čekali ih satima: Navijači dočekali Džeka i drugove u Torontu","0","",""
"sportklub_fea7c01e98","Luka Dončić i Lejkersi žele Vučevića u Los Anđelesu","0","",""
"sportklub_667553a545","Ekspert za suđenje kritikuje izbor sudija za Valensija – PAO","0","",""
"sportklub_b4fb14f34b","Svi će navijati za njih: Velikan na korak od povratka u Primeru","1","",""
"sportklub_6e6123a711","Ista meta, isto odstojanje pred dan odluke u Splitu","1","",""
"sportklub_9837e3e442","Šta Janakopulos nudi Obradoviću","1","",""
"sportklub_57f82cc8b3","Ključ za Mirovu sudbinu 2 videa, tužilac traži 10 godina zatvora","1","",""
"sportklub_de3b4819d2","(VIDEO) Pobeda Real Madrida i koncert zvižduka za Mbapea","0","",""
"sportklub_af4c16c6eb","„Znao sam da ću doći u Zvezdu! Ne sećam se šta mi je Saša rekao“","1","",""
"sportklub_0cc8b69c59","Kostjuk: Rat je sve promenio u mom životu","0","",""
"sportklub_b7c9b21be4","Roni razmatra da u budućnosti napusti snuker i pređe na bilijar","0","",""
"sportklub_07e4ec7540","Tomić posle debakla: Ne mogu da odgovorim da li ostajem na klupi","0","",""
"sportklub_f9782fde43","Slavlje u Kragujevcu i velika zahvalnost navijačima","1","",""
"sportklub_fa89971d5c","Iz drugog pokušaja: Špic CSKA rešava Partizanove muke u napadu","1","",""
"sportklub_ed96ae04c3","Šelton osvojio Štutgart, uzeo titule na sve tri podloge u 2026.","0","",""
"sportklub_661ed56d68","Fala ku**u, Saša","1","",""
"sportklub_b7b1f674d8","Nikola Manojlović za SK: Mi iz Saveta i RSS smo saigrači","0","",""
"sportklub_07772c0de2","Srđa Knežević se ogradio od Apela: Potpišite se, da znamo ko ste","1","",""
"sportklub_4a70ce4025","KLS odgovorio Partizanu: Menjanje igrača i trenera nije isto","0","",""
"sportklub_14c1a35b7d","(VIDEO) Janakopulos žacnuo svoje igrače: Neka im propadne dan","1","",""
"sportklub_826a3c7ee0","Dukiću izmakla medalja na Evropskom prvenstvu u Splitu","0","",""
"sportklub_0c62b24cd3","Alpin se žali na Gaslijevu kaznu, Kadilak ostao bez prvog boda","0","",""
"sportklub_59f56dc825","Pehar podigao i suspendovani Nemanja Radonjić","0","",""
"sportklub_1f24ab9730","Đorđe Petrović ide u Ligu šampiona ako se poklope tri stvari","1","",""
"sportklub_93571dcad2","Istorijski ugovor: Kinezi „kupili“ Stefa Karija","1","",""
"sportklub_9dc06d3462","Visina koša u NBA ligi","0","",""
"sportklub_2d5fccfb82","De Brujne: Bilo bi sjajno ponovo videti Salaha, a i Marmuša","0","",""
"sportklub_9631dc53cb","(VIDEO) Česi prvo izazvali kolaps u Meksiku, pa dobili kupanje","1","",""
"sportklub_dcceb41b11","Viktorija Emboko se znatno pojačala pred Rolan Garos","0","",""
"sportklub_f61e804a7a","Jan Veseli se emotivno oprostio od košarke posle velike konfuzije","1","",""
"sportklub_e88cfefdba","Jakirović: Neverovatan osećaj, idemo na Vembli!","0","",""
"sportklub_7c6cbb36aa","Rekordi se ruše, veterani se druže","1","",""
"sportklub_b2543fe583","Rade piše: Valensijin sistem koji melje milione i trikove","1","",""
"sportklub_f641b7a4a5","Omladinci Zvezde dobili trenera, Milijaša zamenio bivši saigrač","0","",""
"sportklub_c68d50d0ba","I drugi evropski trofej na Ostrvu, Palasu Liga konferencije","0","",""
"sportklub_d14395f91e","„Da igra ne bude ni nalik onoj iz prošle utakmice, možemo bolje“","0","",""
"sportklub_f617a01702","Miško brani Čimu: Odgovor bivšem igraču „bez ozbiljnije obaveze“","0","",""
"sportklub_2af512fcbc","Pele dobio monumentalni spomenik u Gvadalahari pred SP 2026","0","",""
"sportklub_72f6fad2e1","(FOTO) Evo koliko novca Rolan Garos uzme samo od „šopa“","0","",""
"sportklub_ec2fde1569","Baskonija ponovo bolja od Reala, četvrti put u sezoni!","0","",""
"sportklub_c4c3303c3e","Dubai, kriza i ambicije: Barsa daje 300.000 evra za trenera?","0","",""
"sportklub_a5d8b53621","Dečić prelomio: Ivan Brnović je šef stručnog štaba","0","",""
"sportklub_37454255fb","Medvedev se žalio sudiji zbog pomoći masera Sineru","0","",""
"sportklub_9d933f155f","Grbić uz Đorđevića","0","",""
"sportklub_974ec67357","Stanković nije posetio Kragujevac da podrži vaterpoliste, ali…","1","",""
"sportklub_62916a876e","Nepravda? Osvojiš Ligu šampiona, pa ekspresno dobiješ otkaz","1","",""
"sportklub_626a93e13b","„Nomen est omen“: Sada i Aluminij ima Luku Modrića","0","",""
"sportklub_77cbd51155","Nisu znali gde dolaze: Stigli u kamp na SP, do njih leglo zmija!","1","",""
"sportklub_dee068d52b","Budite kao Kosta","1","",""
"sportklub_64d8fb6c34","Musa predvodi Zmajeve protiv Srbije","0","",""
"sportklub_7107a8f281","Sjajni golovi Venecuele i Turske, lepo društvo u Klivlendu","1","",""
"sportklub_3325c3c559","Natho o Izraelu i Palestini: Želim mir, da svi ratovi prestanu","0","",""
"sportklub_08d51510b8","Novi mandat: Terzić ostao predsednik SD Crvena zvezda","0","",""
"sportklub_aa389e5fdb","Zverev se poigrao sa Mahačem","0","",""
"sportklub_4ba1a06e73","Crvena zvezda, Ibon Navaro i klauzula – šta se sve dešava","1","",""
"sportklub_c554997568","Anastasija: Bila sam nezrela i nervozna, a sada…","1","",""
"sportklub_e217c7b789","Kostjuk: Da je bilo 100m bliže, ne bih imala majku i sestru","1","",""
"sportklub_6ba5c8be3a","Odakle sad ovo? Adam Silver insistira na NBA Evropi","0","",""
"sportklub_0e6a53dedc","Teriju se ne sviđaju Tuhelove odluke: Njih 11 ne mogu da igraju","1","",""
"sportklub_a78a1e074d","Lukić u Radničkom, Mišović blizu NBG, Zvezda na prekretnici","0","",""
"sportklub_00480632c1","Može li Kejn skinuti 56 godina staro mundijalsko prokletstvo?","1","",""
"sportklub_8ce5068ec1","Juniori Zvezde na završnom turniru Evrolige: Bez pritiska","0","",""
"sportklub_c7843bb019","Šengun predvodi Turke, Flin umesto Larkina na „poziciji stranca“","0","",""
"sportklub_c79b15b5c6","NBA uskoro okreće novi list: Tenkovanje više neće imati smisla","0","",""
"sportklub_f6fb6fa0c4","(VIDEO) Navijači Arsenala dali podršku Evertonu protiv Totenhema","0","",""
"sportklub_8823e4d407","FIA priznala grešku: Gasli vraćen na podijum u Monaku","0","",""
"sportklub_892a14731a","Jebrgual Melese, vicešampionka u Čikagu, umrla na treningu","0","",""
"sportklub_2d967ba10e","Kako je Apel za spas Partizana stao na Mijatovićevu stranu?","1","",""
"sportklub_b34f5293d8","Naomi Osaka eliminisala Ivu Jović posle tri sata","0","",""
"sportklub_9001346407","Zvezda prodala štopera u Portugal","0","",""
"sportklub_ec91b51eaa","Kako dočekuje Meksiko, kako SAD: Nekome muzika, nekome poniženje","1","",""
"sportklub_b46b573efe","Suvlasnik Vest Hema optužen za seksualno iskorišćavanje","0","",""
"sportklub_41b6634ace","Baraću malo sjajni Flin, Alimpijeviću triler i prednost u seriji","0","",""
"sportklub_cdaf55b694","Vejn Runi o meču između Kanade i Bosne i Hercegovine","0","",""
"sportklub_7e90352ee0","Simultanka Džanana Muse: Dubai nerešiva enigma za Budućnost","0","",""
"sportklub_eabf2a662d","Kotorani arhivirali nokaut, izabrali šefa stručnog štaba","0","",""
"sportklub_cdf97746c2","(VIDEO) Specijalci sprečili tuču navijača Cibone i Zadra","0","",""
"sportklub_9ea53140f1","Novi musketar: Biser od 17 godina i francuski san","1","",""
"sportklub_e9e736eecc","Opstanak na vidiku: Nikola Štulić – čuvar nade Lećea","0","",""
"sportklub_028a7f584a","Barsa se ne šali: Ponuda od devet cifara za Alvaresa","0","",""
"sportklub_31505e6cbb","Zbog „špijunaže“: Midlzbro traži da Sautempton bude izbačen","0","",""
"sportklub_37196ea7ce","Budućnost ne želi da putuje u Dubai!","0","",""
"sportklub_a8050ee5ad","Solbaken objavio spisak, Norvežani su baš jaki!","0","",""
"sportklub_d808c7b4d9","Roma i Malen – ljubav se nastavlja","0","",""
"sportklub_68af196e42","(VIDEO) Kesa, stegao se… Poštujte karijeru Saše Zvereva!","0","",""
"sportklub_8e4f65f199","Italijan je finalista Rolan Garosa!","0","",""
"sportklub_c34ae0b69b","Crna Gora izgleda odlično pred start Lige nacija!","0","",""
"sportklub_04ccaa1ce5","Iraola potpisao za Liverpul i poručio: „Ja sam jedan od vas!“","0","",""
"sportklub_a8b1258080","Sterling uhapšen pod sumnjom da je vozio drogiran","0","",""
"sportklub_44a9415e90","Dve pobede u danu: Radukanu dobila Ivu, sa Donom za titulu","0","",""
"sportklub_c600fae8a7","Bubliku sudar visokih momaka","0","",""
"sportklub_4022e82e5f","Gvardiola: Niti jedno pivo! Slavićemo kad se završi sezona","0","",""
"sportklub_e2384ea669","Još 3 greške VAR sudija: Everton oštećen protiv Sitija","0","",""
"sportklub_d5c6231890","Gonsales klasa za sebe, Vijeti sa 16. mesta do podijuma!","0","",""
"sportklub_8fd89b006d","Englezi tvrde: Pep Gvardiola u nedelju odlazi iz Sitija!","0","",""
"sportklub_1dbfc045dc","Hrvatska u šoku: „Kraljica diska“ propušta celu 2026. godinu!","0","",""
"sportklub_7436dbd3b5","I Džerami i Kinez i treći pik – Sve to za Janisa","0","",""
"sportklub_5d2ffa2f6e","Sveci uložili žalbu: Najveća kazna u istoriji engleskog fudbala","1","",""
"sportklub_289a46d374","Vest Hem ispao, gol Palinje za opstanak, Gvardioline suze","0","",""
"sportklub_bd4ea923c2","Rusi pišu: Blagojević napušta Partizan?","0","",""
"sportklub_2aaa20f2e8","Trofeji, pa remont: Junak finala među otpisanima","1","",""
"sportklub_6f7f5c95d8","Pljušte otkazi u OKS, na crnoj listi „sportisti – blokaderi“","1","",""
"sportklub_49d4697174","Armoni Bruks: Olimpija gradi ozbiljan tim, nisam doneo odluku","0","",""
"sportklub_cab04b8792","Forest odbio ponudu Sitija, čeka da Andersonu skoči cena posle SP","0","",""
"sportklub_58d05b918d","Burg neće u Evroligu, Francuzi odlučili da ostanu u Evrokupu","0","",""
"sportklub_c8f4ae5c23","Ovako se voli svoja zemlja: Ponosni Škoti probili zvučni zid","1","",""
"sportklub_bc8eb4f7e4","Kasno podizanje zastavice je prošlost, nova tehnologija na SP","0","",""
"sportklub_7a02ed94e6","Otkrivena suma: Abu Fani će imati jaku platu u Zvezdi","0","",""
"sportklub_2138c2c0c2","Sramota: Ataman uvredio svog igrača – „Sa njim smo igrali 4 na 5“","0","",""
"sportklub_2a0632b4ca","(VIDEO) Skariolo kao Toni Montana: „F**k you with this!“","1","",""
"sportklub_a77bb7c13d","Medalje i iskustvo: Pličavice 25. maja zablistale na Malti","0","",""
"sportklub_6b7e5c7003","FSS zatvorio stadion u Kragujevcu","0","",""
"sportklub_aa34509efd","Novi Beograd mora da pobedi Barselonetu","0","",""
"sportklub_74132f7c98","Veliki Edin Džeko: Dirljivo „Pismo deci Bosne i Hercegovine“","0","",""
"sportklub_ec51b72cb2","Rodik: Đoković će biti bolji na Vimbldonu","0","",""
"sportklub_2a0a6ae6b2","Sve je spremno za finale konferencije: Lider pao u majstorici","0","",""
"sportklub_360fdb88c8","Sad i zvanično: Marko Nikolić vodi AEK do 2029.","0","",""
"sportklub_3de3b093ba","Junajted blizu prvog pojačanja – stiže Ederson","0","",""
"sportklub_919dbd5c9e","Objavljena dužina novog ugovora Dejana Davidovca","1","",""
"sportklub_0ec79f95d7","Umro prvi deklarisani NBA gej košarkaš","0","",""
"sportklub_c7e064c01a","Plazibat: Želim da Cvjetićanin pobedi, a istovremeno i ne","0","",""
"sportklub_61d521e1b9","Verovali, ili ne: Prelazni rok u Srbiji počinje tek 2. jula","0","",""
"sportklub_345fcc84e9","Real odmah rešio da unovči Papino priznanje da navija za njih","1","",""
"sportklub_77e72c5fc9","Menšik: Nisam taktički najbolje igrao, dve poruke od Novaka","1","",""
"sportklub_55b06bc05f","Španija konačno pobedila, pao Peru u Meksiku","0","",""
