"id","naslov","labela","podtip","napomena"
"sportklub_95b220a376","Spartak: Otišli Milunović, Bešić, Holender… Zna se i ko ostaje","1","",""
"sportklub_16ab50f730","(VIDEO) Umalo tragedija u Debrecinu: Pad kamere nadomak čoveka","1","",""
"sportklub_fa33b72438","Muslin: Od titule na Novom Zelandu korist su imali samo menadžeri","1","",""
"sportklub_7f0c96e603","Marokancima smetala vrućina: „Nije lako protiv Anćelotija“","0","",""
"sportklub_1c320ee540","Zvezdin špic na ceni: Veliki rivali u trci za Duartea","1","",""
"sportklub_42a254b524","(VIDEO) Čarls „slučajno“ poslao Sautempton u predvorje PL","1","",""
"sportklub_49c245c0a9","Zverev je uspeo, pobedio sebe i Kobolija za titulu u Parizu","0","",""
"sportklub_d2fa7e00c2","Zadovoljstvo u Zvezdi: Doveli smo jednog od najtalentovanijih","1","",""
"sportklub_d05f125459","Fudbalski Palčići: Elversberg, Lučani, Čegrane, Sasuolo, Bornmut","0","",""
"sportklub_1d169016ce","Tragedija: MMA borac se utopio dok je spasavao decu","0","",""
"sportklub_a5798068f6","Kraj Virtusovog košmara – svako može da ode","1","",""
"sportklub_421ce0583a","Tuga: Bivši reprezentativac Grčke izgubio život u 34. godini","0","",""
"sportklub_d60bc8cd7e","Bizarno: Novi šampion izgubio kao domaćin lokalni derbi 8:3!","0","",""
"sportklub_ae69510573","Breša se izgubila u gradu mode, Gudurić asistirao…","0","",""
"sportklub_b170143f99","Vojvodina se revanširala Pazarcima i Lalatoviću, debi Boškana","0","",""
"sportklub_e105846767","Peh za Olimpijakos: Sjajni bek propušta i treći meč finala","0","",""
"sportklub_51f94a9058","Barbarez pred Kanadu: Džeko spreman, cilj rezultat, a ne lepota","0","",""
"sportklub_8cef72611a","Dukati nema zamenu za Markesa u Barseloni","0","",""
"sportklub_ca54e24db9","Legendarni Meksikanac se sprema za svoje šesto SP","1","",""
"sportklub_7bb7cf4609","Rekordna plata, paprena klauzula: Valensija „blindirala“ Tejlora","1","",""
"sportklub_3216b462ff","Smeštaj, sponzori: Maja više neće morati da “moli okolo”","1","",""
"sportklub_7e286f5417","Sašina šetnja kroz lak žreb: Sledi pakao – meč sa Rafom u Parizu!","1","",""
"sportklub_93d9490bb4","Prva liga: Tužan kraj u Kruševcu, pored Morave tek 250 ljudi","0","",""
"sportklub_a5895a247e","Serena trenirala u Londonu, već poznat sledeći turnir","1","",""
"sportklub_59a73bcbcf","Benfika: Ako Peres hoće Murinja u Realu, da nam plati 15 miliona","0","",""
"sportklub_f9b2f39280","Ubedljiva pobeda: Florentino Peres ostaje na čelu Real Madrida","1","",""
"sportklub_a7b606a89e","Ultrasi Milana zovu na protest: Spremite se, najgore tek dolazi","1","",""
"sportklub_f20e0947e1","Lino Červar ponovo na klupu i to u Makedoniji","0","",""
"sportklub_2b3bd1090b","Lenart Karl zbog povrede propušta Svetsko prvenstvo","0","",""
"sportklub_df5d8cd336","Cupara: Ne razmišljamo o prednosti, da pobedimo i u Mađarskoj","0","",""
"sportklub_9d6b29a595","Šole prokockao sjajnu priliku, Hifi poslao Pariz u finale","0","",""
"sportklub_14a32de5bb","CAS potvrdio novčanu kaznu Meksiku, ali nema zatvaranja tribina","0","",""
"sportklub_9b7862a73e","Uhapšena dva lica: Sumnja se da su oni opljačkali Engleze","0","",""
"sportklub_9fe5c20d0c","Dolazi u Evroligu? Denver otpušta Jokićevu podršku","1","",""
"sportklub_107d41bf82","Pogledajte kako je izgledao napad huligana na igrače u Kragujevcu","1","",""
"sportklub_d3a9aeaa94","Srpske odbojkašice pale u meču koji je postavio rekord","1","",""
"sportklub_588aec2e6f","Janik tačno godinu dana bez izgubljene meč lopte na mastersima","0","",""
"sportklub_5641759287","„Ćevap je sa lukom, a burek je bez sira“: Dubioza ima pesmu za SP","0","",""
"sportklub_b75478d030","Masovna tuča, isključeno 11 igrača! Poznati sudija vadio olovku","1","",""
"sportklub_f53ca6a61f","Da li je Đoković pogrešio što je tražio popodnevne termine?","1","",""
"sportklub_6117e7c559","ABA kažnjava sudiju posle meča Crvena zvezda – Cedevita","0","",""
"sportklub_69d3630b63","(VIDEO) Ovo se ne viđa često: Šorts se obrukao u derbiju","1","",""
"sportklub_fd606a9877","Andrej Barna kao furija, velika pobeda u Kanu","1","",""
"sportklub_b938588f81","(VIDEO) „Izvinite još jednom što sam odlazio u Barselonu“","0","",""
"sportklub_6c6c365b28","Suspenzija zakona! Za nerede u Kragujevcu 60 dana zatvora, ali…","1","",""
"sportklub_36648af344","Morezmo: Rud nije bio šokiran, hok-aj nije 100 posto tačan","0","",""
"sportklub_872a7c5566","Arbeloa: Razumemo bes navijača, videćemo gde smo pogrešili","0","",""
"sportklub_485aafaea2","Mekinro: Protiv Sinera prvo morate da se pomolite za pobedu","1","",""
"sportklub_2b307795d6","Milutinov za SK o receptu za uspeh: Ako budemo pobedili…","1","",""
"sportklub_8d7b400c74","IMT ostaje bez trenera: Vasiljević ide u Azerbejdžan","0","",""
"sportklub_5c12a8925e","(VIDEO) Pogledajte kako je izgledalo crveno-belo slavlje u Pireju","1","",""
"sportklub_27439e1bf8","Zvezda osvojila duplu krunu","0","",""
"sportklub_658812f006","Formula uspeha „11-ice“ Radničkog – Tri moda","1","",""
"sportklub_885e6e5a3e","Vučević iskreno: Ne bih da ložim navijače Zvezde","1","",""
"sportklub_c272fe9471","VIDEO: Zidanov sin činio čuda, Musa nokautirao Holanđane","1","",""
"sportklub_f7d2eb5caa","Novi Beograd stavlja tačku na evropsku priču","0","",""
"sportklub_8fb0966e8d","Papanikolau pravio šou: Gde su našli alkohol? Ja ga dugo tažim…","1","",""
"sportklub_cb59752b7d","Rafa Nadal izabrao 10 najboljih u istoriji: Novak DA, Federer NE!","1","",""
"sportklub_9a3e215b62","Poseta RG nikad veća – brojke dokazuju: tenis je veći od svakoga","1","",""
"sportklub_96a6f8f207","Konoplja iz Ukrajine stiže u Menhengladbah, i to besplatno","1","",""
"sportklub_b515795f59","Potvrđeno pisanje SK: Stefan Mitrović mega pojačanje Vojvodine","1","",""
"sportklub_6480b6e8d7","Saznajemo: Evropski velikan kupuje Kostova","1","",""
"sportklub_a41002c7a3","(VIDEO) Englezi pitaju PL: U čemu se razlikuju ova dva gola?","1","",""
"sportklub_30edb0d109","Sjajna prva godina Sportskog udruženja Vodeni sportovi Futog","0","",""
"sportklub_411dff2460","Hajner ohladio Florentina: Olise nije na prodaju","1","",""
"sportklub_edf9ca9b39","Pitali smo Novaka da prognozira: Svetsko prvenstvo osvaja…","1","",""
"sportklub_e63e24d67f","Pogledajte obraćanje Dejana Stankovića Delijama","0","",""
"sportklub_0d1be6117f","Silver: Ne mogu da spavam zbog tankovanja","1","",""
"sportklub_02121f780b","Prodali ga za šest miliona, sad ga vraćaju besplatno","1","",""
"sportklub_06a32930fc","Pedro kao Natho, gol za oproštaj od Lacija","0","",""
"sportklub_f540104939","(VIDEO) Spektakl u Rimu, Rud prvi polufinalista","0","",""
"sportklub_3236b3335d","Crna Gora ceni i poštuje Uroša Stevanovića!","1","",""
"sportklub_2d0c06cda6","Rakić saznao rivala na UFC Beograd! Uradiće nešto što nikada nije","1","",""
"sportklub_cb4cccbef9","Napoli se zahvalio Konteu, a on navijačima, ko će ga zameniti?","1","",""
"sportklub_d6bc79a2b8","Rasel najbrži u Barseloni, Beganović veoma dobar u Ferariju","0","",""
"sportklub_d9a6b35aee","Jago slobodan, potpisuje rekordan ugovor","1","",""
"sportklub_eb5b6645e0","„Bitno da su svi dobro, to je najveća pobeda“","0","",""
"sportklub_277e162418","Domović – Bulut: Verujem da basketaši mogu do medalje na SP","0","",""
"sportklub_ae89a08f98","Kalates o skandiranju: Sjajno je kad imaš ovakve navijače","0","",""
"sportklub_ec21eec2fb","Ispao i drugi kruševački klub, traže se dva putnika u treću ligu","0","",""
"sportklub_779d0e571f","Nastavljeno renoviranje Zvezde, stiže novi direktor","0","",""
"sportklub_837a56d561","Novi Arsenalov korner, Haverc pogodio pa se „izvukao“ za crveni","1","",""
"sportklub_646a869fd9","(VIDEO) Žarko Lazetić: Sviđaju mi se Zbiljićeve „provokacije“","1","",""
"sportklub_b5f4953b0f","(VIDEO) Degenek igrao u remiju sa Švajcarskom","0","",""
"sportklub_d87038ca3c","Samo kad se završilo: Di Đanantonio pobednik mučne trke u Španiji","1","",""
"sportklub_4cba3f67d3","Janaj ga je branio: Hapoel našao konkurenta Miciću u Atini","1","",""
"sportklub_070a465207","Milutinov: Real bez centara? Sigurno će nas iznenaditi nečim","1","",""
"sportklub_59a8be2df7","Nema sumnje: Milutinov je najbolji centar Evrope i to je zaslužio","1","",""
"sportklub_850b546660","Šestorica iz Zvezde: Ovo je tim sezone Super lige Srbije","1","",""
"sportklub_429a8de4fe","Andrea Berišaj, biser Crne Gore, sijala punim sjajem u Budimpešti","1","",""
"sportklub_ad27fba26e","Petarda impresivne Švedske, Ajari razbio „svoje“!","1","",""
"sportklub_4202e00df8","Đoković: Fokusiran sam samo na teren, ako bude ponude…","1","",""
"sportklub_59b7c0c9b9","(VIDEO) Pogledajte utakmicu o kojoj priča cela Vojvodina","1","",""
"sportklub_61049b4d6a","Iranci dobili meksičku vizu, američka se još čeka","1","",""
"sportklub_0c65c6206d","„Vanja je ono što treneri traže! Izuzetno moderan golman“","1","",""
"sportklub_acc2128388","Portugalska veza: Murinjo preuzeo Real, stiže i Bernardo Silva","0","",""
"sportklub_0bc15393db","Španac i Argentinac osvojili Rolan Garos","0","",""
"sportklub_47adae7b09","Končita: Andrejeva nema limit, ali ponekad neće da sluša","0","",""
"sportklub_2953be8720","Rekorder Dražen, pa Peti: „Mils ima gotovo natprirodan talenat“","1","",""
"sportklub_fa01efa4f1","Priča se po čaršiji: Ljajić u Partizanu? Interesovanje postoji…","1","",""
"sportklub_98274aa9dd","Arteta: Kroz teške trenutke vidite kakvi su ljudi zapravo","1","",""
"sportklub_3137b2781f","Subotica je zaslužila istoriju: Spartak je novi šampion Srbije!","1","",""
"sportklub_ea24f5a4d6","Neće ga trofej pa neće! Ronaldo sa Nasrom izgubio finale LŠ","1","",""
"sportklub_aa23867034","Erslan konačno upisao prvenac u UFC","0","",""
"sportklub_48e520354a","Od 0-2 do 3-2: Šut „izdao“ Zenit, Tomović osvojio bronzu!","1","",""
"sportklub_a5d231a0ff","Mark Markes se vraća!","1","",""
"sportklub_9118a57df6","Poznat je šampion, ali ima da vri u borbi za Evropu i opstanak","1","",""
"sportklub_c71ea62a42","Ivanović: Mislio sam da je kao u Srbiji, ali ovo je viši nivo","0","",""
"sportklub_2fa834d0de","Sestra i brat teniski šampioni Srbije do 16 godina","0","",""
"sportklub_bbec17b661","Sale Đorđević se oprostio od Edina: Košarka je rasla uz tebe","1","",""
"sportklub_a362b9114c","Hoćemo li gledati prvu kišnu trku F1 ove sezone?","0","",""
"sportklub_f9c3ca3f9d","Kada ćemo gledati Jamala na SP? Selektor Španije otkrio odgovor","1","",""
"sportklub_f0d9ea978b","Ozmova odjava 9. dana: Imaće ko da se bije sa Sinerom i Alkarasom","1","",""
"sportklub_73533ede87","Ostaje! Dejan Davidovac produžio saradnju sa Zvezdom","1","",""
"sportklub_287dca1c83","(VIDEO) Epilog kiksa Ronaldovog kluba: Saudijci se tukli palicama","1","",""
"sportklub_392a5fc107","Navijači PAO masovno ispratili ekipu na meč sa Olimpijakosom","0","",""
"sportklub_c6488023cf","Bajer se vraća španskom receptu: Martines Novelj u Leverkuzenu","0","",""
"sportklub_2a84cee88c","Mladi Brazilac koga juri pola Evrope igraće za Hrvatsku?","1","",""
"sportklub_89645d4a8f","Amerikanci ga slali na dodatne provere, Embolo ipak dobio vizu","0","",""
"sportklub_282fae83a2","Ibra: Navijam za Hrvate! Fudbal se vraća kući","1","",""
"sportklub_6cd2611254","Ugašen san Novog Beograda o finalnom turniru Lige šampiona","1","",""
