id,url,izvor,datum,datum_scrape
sportklub_68f809fa23,https://sportklub.n1info.rs/fudbal/crna-gora-fudbal/vrteska-u-fk-buducnost-ne-staje-ostavku-podneo-i-predsednik/,sportklub,2026-05-12,2026-06-15
sportklub_ad3e5bc7d9,https://sportklub.n1info.rs/vaterpolo/ivan-basara-novi-gensek-vss-odlaze-direktori-vaterpolo-sport-klub/,sportklub,2026-05-12,2026-06-15
sportklub_e1bd99e110,https://sportklub.n1info.rs/kosarka/euroleague/real-madrid-alex-len-tavares-euroleague-final-four-povreda/,sportklub,2026-05-12,2026-06-15
sportklub_a853b389ef,https://sportklub.n1info.rs/tenis/masters-1000/alexander-zverev-epski-raspad-tenis-uzivo-masters-rome-sport-klub/,sportklub,2026-05-12,2026-06-15
sportklub_340b9312e3,https://sportklub.n1info.rs/fudbal/srbija-super-liga/domeniko-mesina-finale-kupa/,sportklub,2026-05-12,2026-06-15
sportklub_84248bbae8,https://sportklub.n1info.rs/tenis/masters-1000/jannik-sinner-rekord-pobede-na-mastersima-novak-djokovic-izjednacen/,sportklub,2026-05-12,2026-06-15
sportklub_4e7208e45e,https://sportklub.n1info.rs/ostali-sportovi/nfl/preminuo-craig-morton-prvi-kvoterbek-ucesnik-superboula-sa-dva-razlicita-tima-nfl-sport-klub/,sportklub,2026-05-12,2026-06-15
sportklub_d51f48f4da,https://sportklub.n1info.rs/fudbal/srbija-super-liga/cvele-sahrana-djurdjevdan-vladimir-cvetkovic/,sportklub,2026-05-12,2026-06-15
sportklub_667553a545,https://sportklub.n1info.rs/kosarka/euroleague/ekspert-warrnick-javor-nedovic-sudije-valensija-pao/,sportklub,2026-05-12,2026-06-15
sportklub_aa34509efd,https://sportklub.n1info.rs/vaterpolo/novi-beograd-mora-da-pobedi-barselonetu/,sportklub,2026-05-12,2026-06-15
sportklub_1db4e7adf8,https://sportklub.n1info.rs/fudbal/primera/serhio-ramos-postaje-jedan-od-vlasnika-sevilje/,sportklub,2026-05-12,2026-06-15
sportklub_12709c24a3,https://sportklub.n1info.rs/fudbal/srbija-super-liga/vladimir-cvetkovic-cvele-sahrana-vucic-mijatovic/,sportklub,2026-05-12,2026-06-15
sportklub_cf34b88728,https://sportklub.n1info.rs/rukomet/imam-osecaj-da-mozemo-do-podviga-protiv-velikog-favorita/,sportklub,2026-05-12,2026-06-15
sportklub_8cef72611a,https://sportklub.n1info.rs/automoto/motogp/motogp-catalunya-marc-marquez-status-video/,sportklub,2026-05-12,2026-06-15
sportklub_9f49ebd5ea,https://sportklub.n1info.rs/fudbal/francuska-fudbal/devet-puta-starter-zvanicno-najbolji-igrac-lige-1/,sportklub,2026-05-12,2026-06-15
sportklub_8d8dedfb4f,https://sportklub.n1info.rs/kosarka/euroleague/dimitris-janakopulos-valensija-mere-bezbednosti/,sportklub,2026-05-12,2026-06-15
sportklub_27f9e175f4,https://sportklub.n1info.rs/fudbal/primera/hansi-flik-barselona-novi-ugovor-produzenje/,sportklub,2026-05-12,2026-06-15
sportklub_f61e804a7a,https://sportklub.n1info.rs/kosarka/euroleague/jan-vesely-povlacenje-povukao-se/,sportklub,2026-05-12,2026-06-15
sportklub_53af72d039,https://sportklub.n1info.rs/fudbal/champions-league/psz-otvara-park-princeva-i-za-finale-sa-arsenalom/,sportklub,2026-05-12,2026-06-15
sportklub_70327db143,https://sportklub.n1info.rs/kosarka/nba/supermen-ima-zanimljiv-komentar-o-vembanjaminom-izlivu-besa/,sportklub,2026-05-12,2026-06-15
sportklub_ffbb675726,https://sportklub.n1info.rs/fudbal/premier-league/gomez-o-neizvesnoj-buducnosti-u-liverpulu-sve-je-moguce/,sportklub,2026-05-12,2026-06-15
sportklub_86113ac5cd,https://sportklub.n1info.rs/kosarka/srbija-kls/kls-klubovi-saopstenje-grujin-ko-je-ispao/,sportklub,2026-05-12,2026-06-15
sportklub_fc721807b5,https://sportklub.n1info.rs/fudbal/premier-league/premijer-liga-nece-prosiriti-ulogu-var-sudija-sledece-sezone/,sportklub,2026-05-12,2026-06-15
sportklub_ca54e24db9,https://sportklub.n1info.rs/fudbal/fifa-world-cup/legendarni-meksikanac-se-sprema-za-svoje-sesto-sp/,sportklub,2026-05-12,2026-06-15
sportklub_e0192430ee,https://sportklub.n1info.rs/tenis/atp/rafa-rodzer-je-cista-magija-a-novak-talenat-plus-rad/,sportklub,2026-05-12,2026-06-15
sportklub_6b68939aaa,https://sportklub.n1info.rs/fudbal/fudbal-ostalo/komemoracija-vladimiru-cvetkovicu-on-je-oblikovao-vreme/,sportklub,2026-05-12,2026-06-15
sportklub_960abdd9d2,https://sportklub.n1info.rs/automoto/formula-1/zasto-oskar-pjastri-ne-bi-trebalo-da-ide-u-red-bul/,sportklub,2026-05-12,2026-06-15
sportklub_cab022d03e,https://sportklub.n1info.rs/kosarka/euroleague/zeljko-drcelic-trening-centar-kk-crvena-zvezda-vladimir-cvetkovic/,sportklub,2026-05-12,2026-06-15
sportklub_04839ca5bd,https://sportklub.n1info.rs/kosarka/nba/denver-pojacanja-slobodni-agent-jokic/,sportklub,2026-05-12,2026-06-15
sportklub_25b967ff8b,https://sportklub.n1info.rs/fudbal/premier-league/liverpul-predstavio-spomenik-kojim-ce-slaviti-doga-zotu/,sportklub,2026-05-12,2026-06-15
sportklub_b4e0691fe5,https://sportklub.n1info.rs/kosarka/nba/dzejms-kada-dodje-vreme-svi-cete-znati-sta-sam-odlucio/,sportklub,2026-05-12,2026-06-15
sportklub_9e3ead666f,https://sportklub.n1info.rs/fudbal/premier-league/spygate-sautempton-trazi-dodatno-vreme-za-internu-istragu/,sportklub,2026-05-12,2026-06-15
sportklub_be06714772,https://sportklub.n1info.rs/kosarka/nba/andrej-stojakovic-odraz-video/,sportklub,2026-05-12,2026-06-15
sportklub_e88cfefdba,https://sportklub.n1info.rs/fudbal/premier-league/jakirovic-neverovatan-osecaj-idemo-na-vembli/,sportklub,2026-05-12,2026-06-15
sportklub_21ad669cbf,https://sportklub.n1info.rs/kosarka/reprezentacija-kosarka/nikola-jokic-srbija-kvalifikacije-nebojsa-covic-andrej-stojakovic/,sportklub,2026-05-12,2026-06-15
sportklub_c34a6cb7b8,https://sportklub.n1info.rs/kosarka/kosarka-ostalo/legendarni-grk-blista-i-u-43-godini/,sportklub,2026-05-12,2026-06-15
sportklub_2f8a273daf,https://sportklub.n1info.rs/skener/elena-bruks-intervju-kraj-karijere-srbija-sopron-porodica/,sportklub,2026-05-12,2026-06-15
sportklub_c5b83b7455,https://sportklub.n1info.rs/fudbal/fifa-world-cup/advokat-se-vratio-na-klupu-kurasaoa/,sportklub,2026-05-12,2026-06-15
sportklub_0f0635601f,https://sportklub.n1info.rs/fudbal/premier-league/de-zerbi-zasluzili-smo-pobedu-ali-smo-napravili-previse-gresaka/,sportklub,2026-05-12,2026-06-15
sportklub_7eb05bbf77,https://sportklub.n1info.rs/fudbal/srbija-super-liga/var-analiza-35-kolo/,sportklub,2026-05-12,2026-06-15
sportklub_438c533799,https://sportklub.n1info.rs/tenis/atp/koreca-siner-i-alkaras-su-kao-djokovic-i-federer/,sportklub,2026-05-12,2026-06-15
sportklub_c0a88efd49,https://sportklub.n1info.rs/kosarka/nba/bez-doncica-ovog-leta-u-dresu-slovenije/,sportklub,2026-05-12,2026-06-15
sportklub_2b84e2bc94,https://sportklub.n1info.rs/ostali-sportovi/hokej/brejk-avalansa-u-mineapolisu-prva-mec-lopta-za-dva-dana/,sportklub,2026-05-12,2026-06-15
sportklub_c7bd698ed0,https://sportklub.n1info.rs/fudbal/srbija-super-liga/dejan-stankovic-ne-izlazi-pred-novinare-finale-kupa-srbije/,sportklub,2026-05-12,2026-06-15
sportklub_16becc8c34,https://sportklub.n1info.rs/tenis/wta/u-tenisu-mnogi-koriste-vestacku-inteligenciju-za-analizu-rivala/,sportklub,2026-05-12,2026-06-15
sportklub_d641e92f18,https://sportklub.n1info.rs/kosarka/nba/oklahoma-pometlala-lejkerse-lebron-i-ekipa-mogu-na-odmor/,sportklub,2026-05-12,2026-06-15
sportklub_18829fc2eb,https://sportklub.n1info.rs/ostali-sportovi/pojedinacni/masa-nikolic-blistala-na-ritam-kupu/,sportklub,2026-05-12,2026-06-15
sportklub_254e907fd8,https://sportklub.n1info.rs/kosarka/reprezentacija-kosarka/skupstina-izbori-kss-kls-rat-covic-braca-grujin/,sportklub,2026-05-12,2026-06-15
sportklub_b05f094d4e,https://sportklub.n1info.rs/kosarka/nba/fenomenalni-micel-doneo-klivlendu-pobedu-i-izjednacenje/,sportklub,2026-05-12,2026-06-15
sportklub_3bc92af80a,https://sportklub.n1info.rs/tenis/wta/koko-gof-posle-spasene-mec-lopte-protiv-ive-jovic-nisam-ja-siner/,sportklub,2026-05-12,2026-06-15
sportklub_cd5f65ed22,https://sportklub.n1info.rs/automoto/ostala-takmicenja/trke-u-svajcarskoj-ponovo-dozvoljene-71-godinu-kasnije/,sportklub,2026-05-12,2026-06-15
sportklub_a9a015aba4,https://sportklub.n1info.rs/fudbal/srbija-super-liga/gasama-zvezda-stoper-baltike/,sportklub,2026-05-12,2026-06-15
sportklub_c3fefbae68,https://sportklub.n1info.rs/tenis/masters-1000/flavio-coboli-thiago-agustin-tirante-izvestaj-tenis-uzivo-rome-masters-sport-klub/,sportklub,2026-05-12,2026-06-15
sportklub_32f67838ec,https://sportklub.n1info.rs/fudbal/portugal/portugal-benfika-braga-sporna-situacija-video-murinjo-ce-poludeti-zbog-ponistenog-gola-benfika-bez-ls/,sportklub,2026-05-12,2026-06-15
sportklub_15b04ef5bc,https://sportklub.n1info.rs/fudbal/francuska-fudbal/opet-psz-je-prvak-francuske/,sportklub,2026-05-13,2026-06-15
sportklub_e4b9db280c,https://sportklub.n1info.rs/fudbal/premier-league/mancester-siti-kristal-palas-manchester-city-crystal-palace/,sportklub,2026-05-13,2026-06-15
sportklub_21b114bcb0,https://sportklub.n1info.rs/fudbal/serie-a/marusic-tragicar-interu-deseti-kup-i-dupla-kruna/,sportklub,2026-05-13,2026-06-15
sportklub_a5ead5c7f4,https://sportklub.n1info.rs/kosarka/spanija/panter-rasplakao-granadu-odlicni-luka-bozic-i-dragan-apic/,sportklub,2026-05-13,2026-06-15
sportklub_61dfe8c019,https://sportklub.n1info.rs/video/fudbal-video/video-majstore-kapa-dole-kakva-dijagonala-za-finale-kupa/,sportklub,2026-05-13,2026-06-15
sportklub_4fdeaf8e37,https://sportklub.n1info.rs/fudbal/serie-a/haoticno-stanje-oko-sudjenja-se-nastavlja-u-italiji/,sportklub,2026-05-13,2026-06-15
sportklub_6cd2611254,https://sportklub.n1info.rs/vaterpolo/ugasen-san-novog-beograda-o-finalnom-turniru-lige-sampiona/,sportklub,2026-05-13,2026-06-15
sportklub_506c2740f1,https://sportklub.n1info.rs/kosarka/ostale-lige-kosarka/unics-zenit-dejan-radonjic/,sportklub,2026-05-13,2026-06-15
sportklub_574b8bfbff,https://sportklub.n1info.rs/fudbal/srbija-super-liga/deca-dosla-na-praznik-fudbala-dobila-suzavac/,sportklub,2026-05-13,2026-06-15
sportklub_02362bb37b,https://sportklub.n1info.rs/kosarka/euroleague/asvel-evroliga-euroleague-nba-europe-tony-parker/,sportklub,2026-05-13,2026-06-15
sportklub_11f17ffeef,https://sportklub.n1info.rs/fudbal/primera/nadal-se-hitno-oglasio-o-glasinama-da-rusi-pereza-u-real-madridu/,sportklub,2026-05-13,2026-06-15
sportklub_335e407962,https://sportklub.n1info.rs/fudbal/primera/cuda-se-dogadjaju-dmitrovic-slavi-pobedu-slavi-je-i-gudelj/,sportklub,2026-05-13,2026-06-15
sportklub_beaeb3d927,https://sportklub.n1info.rs/fudbal/srbija-super-liga/povredjeni-finale-kupa-loznica-deci-ugrozena-bezbednost/,sportklub,2026-05-13,2026-06-15
sportklub_56b9841544,https://sportklub.n1info.rs/fudbal/srbija-super-liga/video-tuca-delija-i-policije-finale-kupa-loznica/,sportklub,2026-05-13,2026-06-15
sportklub_b40a19230e,https://sportklub.n1info.rs/video/fudbal-video/video-sampion-remizirao-u-solunu-novi-gol-luke-jovica/,sportklub,2026-05-13,2026-06-15
sportklub_10f8d3ed2a,https://sportklub.n1info.rs/fudbal/srbija-super-liga/tuca-delije-policija-finale-kupa/,sportklub,2026-05-13,2026-06-15
sportklub_c4c3303c3e,https://sportklub.n1info.rs/kosarka/euroleague/barselona-kosarka-trener-ibon-navaro-unikaha-cavi-paskval-dubai/,sportklub,2026-05-13,2026-06-15
sportklub_cf841cd7cb,https://sportklub.n1info.rs/fudbal/fudbal-ostalo/dinamo-potvrdio-dominaciju-uzeo-duplu-krunu/,sportklub,2026-05-13,2026-06-15
sportklub_ae11ea2a69,https://sportklub.n1info.rs/kosarka/turkey-tbl/fenerbahce-besiktas-dusan-alimpijevic-mikael-jantunen/,sportklub,2026-05-13,2026-06-15
sportklub_5824af1f54,https://sportklub.n1info.rs/kosarka/euroleague/valensija-panatinaikos-kosarka-evroliga-plejof-cetvrtfinale-5mec/,sportklub,2026-05-13,2026-06-15
sportklub_bdd7684edb,https://sportklub.n1info.rs/fudbal/serie-a/saigrac-zeli-da-vlahovic-ostane-a-on-bi-da-ide-iz-juventusa/,sportklub,2026-05-13,2026-06-15
sportklub_ef0520b36c,https://sportklub.n1info.rs/fudbal/fudbal-ostalo/video-neredi-u-mostaru-prekinuto-finale-kupa/,sportklub,2026-05-13,2026-06-15
sportklub_f540104939,https://sportklub.n1info.rs/tenis/masters-1000/ruud-khachanov-rud-hacanov-jodar-darderi-hodar-masters-rim/,sportklub,2026-05-13,2026-06-15
sportklub_b091ee4441,https://sportklub.n1info.rs/kosarka/nba/sga-razumem-ne-volite-me-i-ja-bih-sebe-mrzeo/,sportklub,2026-05-13,2026-06-15
sportklub_759dc0d7f4,https://sportklub.n1info.rs/ostali-sportovi/ostali-sportovi-ostalo/bakic-osvojio-srebro-u-laskom-tajland-je-sve-blizi/,sportklub,2026-05-13,2026-06-15
sportklub_18313b527f,https://sportklub.n1info.rs/fudbal/srbija-super-liga/uzivo-ko-ce-osvojiti-drugi-trofej-crvena-zvezda-ili-vojvodina/,sportklub,2026-05-13,2026-06-15
sportklub_abb539e744,https://sportklub.n1info.rs/fudbal/fifa-world-cup/zvanicno-advokat-ce-biti-najstariji-selektor-u-istoriji-sp/,sportklub,2026-05-13,2026-06-15
sportklub_622066043a,https://sportklub.n1info.rs/vaterpolo/denis-sefik-dejan-stevovic-vaterpolo-soro-sapic-reprezentacija-kazneni-prostor/,sportklub,2026-05-13,2026-06-15
sportklub_f8276ec879,https://sportklub.n1info.rs/kosarka/aba-league/talentovanom-junioru-zvezde-cetvorogodisnji-ugovor/,sportklub,2026-05-13,2026-06-15
sportklub_42e46085ef,https://sportklub.n1info.rs/fudbal/primera/predrag-mijatovic-predsednik-real-madrid-partizan-sport-klub/,sportklub,2026-05-13,2026-06-15
sportklub_1c4a6610bf,https://sportklub.n1info.rs/kosarka/kosarka-ostalo/andrea-trinkijeri-partizan-paok-izjava-evroliga-sport-klub/,sportklub,2026-05-13,2026-06-15
sportklub_8fa657353d,https://sportklub.n1info.rs/kosarka/ostale-lige-kosarka/nikola-milutinov-tyrique-jones-tajrik-dzons-olimpijakos-kolos/,sportklub,2026-05-13,2026-06-15
sportklub_d6f59fc17d,https://sportklub.n1info.rs/fudbal/ex-yu-lige/policija-u-hrvatskoj-suzavcem-razdvajala-huligane-pre-finala-kupa/,sportklub,2026-05-13,2026-06-15
sportklub_ab09a0503c,https://sportklub.n1info.rs/kosarka/aba-league/partizan-crvena-zvezda-cedevita-olimpija-polufinale-aba-liga-termini/,sportklub,2026-05-13,2026-06-15
sportklub_9fbbaab74c,https://sportklub.n1info.rs/kosarka/euroleague/valensija-panatinaikos-peti-mec-cetvrtfinale-evroliga-najava-navijaci-sport-klub/,sportklub,2026-05-13,2026-06-15
sportklub_287dca1c83,https://sportklub.n1info.rs/fudbal/ostale-lige-fudbal/cristiano-ronaldo-nassr-nasr-hilal-tuca-na-tribinama-saudijci/,sportklub,2026-05-13,2026-06-15
sportklub_8c04b43b2d,https://sportklub.n1info.rs/fudbal/crna-gora-fudbal/totalno-rasulo-buducnost-bez-predsednika-trenera-direktora/,sportklub,2026-05-13,2026-06-15
sportklub_8a5763a544,https://sportklub.n1info.rs/tenis/atp/cak-i-siner-mora-da-predahne-kejhil-otkrio-kada/,sportklub,2026-05-13,2026-06-15
sportklub_d7a68f717c,https://sportklub.n1info.rs/kosarka/euroleague/dimitrios-giannakopoulos-panathinaikos-valencia-euroleague-game-5-live-stream-uzivo-prenos/,sportklub,2026-05-13,2026-06-15
sportklub_cfedc04b55,https://sportklub.n1info.rs/fudbal/srbija-super-liga/preminuo-selimir-sele-milosevic/,sportklub,2026-05-13,2026-06-15
sportklub_0bfb9811d2,https://sportklub.n1info.rs/tenis/wta/iga-swiatek-jessica-pegula-rome-prvo-polufinale-u-sezoni/,sportklub,2026-05-13,2026-06-15
sportklub_37196ea7ce,https://sportklub.n1info.rs/kosarka/aba-league/upravni-odbor-kk-buducnost-doneo-jednoglasnu-odluku/,sportklub,2026-05-13,2026-06-15
sportklub_48aa62f310,https://sportklub.n1info.rs/fudbal/srbija-super-liga/zemberi-pehar-finale-kupa/,sportklub,2026-05-13,2026-06-15
